"__insert_date","campaign_id","channel","url","text","clicks","comments","date","engagements","impressions","likes","url_clicks","retweets","spend","video_total_views"
2023-02-07 11:54:40,"12",Twitter,https://twitter.com/coegi_social/status/1617664748077678592,"On campus or runway-side in New York City, Mizzou helps Tigers achieve anything they dream of.",0,0,2023-02-07,0,3,0,0,0,0,0
2023-02-07 11:54:40,"24",Twitter,https://twitter.com/coegi_social/status/1617401873165651968,"Coffee shops, restaurants, theaters, boutiques and more. Just steps away from Mizzou’s beautiful campus.",1,0,2023-02-07,1,5,0,0,0,0,0
2023-02-07 11:54:40,"2",Twitter,https://twitter.com/coegi_social/status/1616468671517364225,Saving big is as easy as applying to Mizzou. Automatic scholarships are just a few clicks away.,0,0,2023-02-07,0,1,0,0,0,0,1
2023-02-07 11:54:40,"28",Twitter,https://twitter.com/coegi_social/status/1615416380609757184,The memories you’ll make at Mizzou will last a lifetime.,0,0,2023-02-07,0,3,0,0,0,0,0
2023-02-07 11:54:40,"22",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,0,0,2023-02-07,0,18,0,0,0,0,3
2023-02-07 11:54:40,"13",Twitter,https://twitter.com/coegi_social/status/1617664748077678592,"On campus or runway-side in New York City, Mizzou helps Tigers achieve anything they dream of.",0,0,2023-02-07,0,3,0,0,0,0,0
2023-02-07 11:54:40,"9",Twitter,https://twitter.com/coegi_social/status/1615325667935002627,"Shopping, hiking, film fests, food, SEC sports and more! Mizzou has everything you need (and want) in a college experience.",0,0,2023-02-07,0,0,0,0,0,0,0
2023-02-07 11:54:40,"23",Twitter,https://twitter.com/coegi_social/status/1617401873165651968,"Coffee shops, restaurants, theaters, boutiques and more. Just steps away from Mizzou’s beautiful campus.",0,0,2023-02-07,0,0,0,0,0,0,0
2023-02-07 11:54:40,"32",Twitter,https://twitter.com/coegi_social/status/1615416495772733441,Enroll now and breathe easy! Mizzou is your new home away from home.,0,0,2023-02-07,0,0,0,0,0,0,0
2023-02-07 11:54:40,"8",Twitter,https://twitter.com/coegi_social/status/1617664748077678592,"On campus or runway-side in New York City, Mizzou helps Tigers achieve anything they dream of.",0,0,2023-02-07,0,0,0,0,0,0,0
2023-02-07 11:54:40,"36",Twitter,https://twitter.com/coegi_social/status/1617401873165651968,"Coffee shops, restaurants, theaters, boutiques and more. Just steps away from Mizzou’s beautiful campus.",0,0,2023-02-07,0,1,0,0,0,0,0
2023-02-07 11:54:40,"28",Twitter,https://twitter.com/coegi_social/status/1617401873165651968,"Coffee shops, restaurants, theaters, boutiques and more. Just steps away from Mizzou’s beautiful campus.",0,0,2023-02-07,0,0,0,0,0,0,0
2023-02-07 11:54:40,"32",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,0,0,2023-02-07,0,0,0,0,0,0,0
2023-02-07 11:54:40,"14",Twitter,https://twitter.com/coegi_social/status/1615325507041509377,Welcome to a student community that checks every box on your list. We can’t wait to welcome you to Mizzou!,0,0,2023-02-07,0,0,0,0,0,0,0
2023-02-07 11:54:40,"45",Twitter,https://twitter.com/coegi_social/status/1616468671517364225,Saving big is as easy as applying to Mizzou. Automatic scholarships are just a few clicks away.,0,0,2023-02-07,0,0,0,0,0,0,0
2023-02-07 11:54:40,"37",Twitter,https://twitter.com/coegi_social/status/1615327067448528897,A student section like no other at a school like no other. We can’t wait to see your Tiger spirit.,0,0,2023-02-07,0,0,0,0,0,0,0
2023-02-07 11:54:40,"28",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,0,0,2023-02-07,0,4,0,0,0,0,1
2023-02-07 11:54:40,"47",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,0,0,2023-02-07,0,0,0,0,0,0,0
2023-02-07 11:54:40,"9",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,0,0,2023-02-07,0,0,0,0,0,0,0
2023-02-07 11:54:40,"24",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,0,0,2023-02-07,0,0,0,0,0,0,0
2023-02-07 11:54:40,"25",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,0,0,2023-02-07,0,0,0,0,0,0,0
2023-02-07 11:54:40,"40",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,0,0,2023-02-07,0,0,0,0,0,0,0
2023-02-07 11:54:40,"22",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,0,0,2023-02-07,0,0,0,0,0,0,0
2023-02-07 11:54:40,"21",Twitter,https://twitter.com/thaislip/status/1590730904921579520,"The Wawa FlyThru Pickup Lane is now open at 639 East Lincoln Highway in Langhorne only! No need to park, leave your… https://t.co/cZdr72ikaj",0,0,2023-02-06,0,0,0,0,0,0,0
2023-02-07 11:54:40,"7",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,0,0,2023-02-06,0,166,0,0,0,1,39
2023-02-07 11:54:40,"6",Twitter,https://twitter.com/thaislip/status/1589664710437339136,"Free coffee vibes only ☕ ❤️ Wawa Rewards members, it’s that time again: Free Coffee Tuesdays are BACK through the e… https://t.co/8CILb8ZpLB",0,0,2023-02-06,0,0,0,0,0,0,0
2023-02-07 11:54:40,"46",Twitter,https://twitter.com/coegi_social/status/1617401873165651968,"Coffee shops, restaurants, theaters, boutiques and more. Just steps away from Mizzou’s beautiful campus.",0,0,2023-02-06,0,192,0,0,0,1,39
2023-02-07 11:54:40,"3",Twitter,https://twitter.com/coegi_social/status/1615416380609757184,The memories you’ll make at Mizzou will last a lifetime.,0,0,2023-02-06,0,96,0,0,0,1,49
2023-02-07 11:54:40,"8",Twitter,https://twitter.com/coegi_social/status/1616468671517364225,Saving big is as easy as applying to Mizzou. Automatic scholarships are just a few clicks away.,0,0,2023-02-06,0,199,0,0,0,1,34
2023-02-07 11:54:40,"5",Twitter,https://twitter.com/coegi_social/status/1617401873165651968,"Coffee shops, restaurants, theaters, boutiques and more. Just steps away from Mizzou’s beautiful campus.",34,0,2023-02-06,51,1152,0,18,0,3,287
2023-02-07 11:54:40,"35",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,112,0,2023-02-06,166,5273,1,58,0,18,1496
2023-02-07 11:54:40,"29",Twitter,https://twitter.com/coegi_social/status/1617664748077678592,"On campus or runway-side in New York City, Mizzou helps Tigers achieve anything they dream of.",1,0,2023-02-06,3,190,0,1,0,1,44
2023-02-07 11:54:40,"8",Twitter,https://twitter.com/coegi_social/status/1615325507041509377,Welcome to a student community that checks every box on your list. We can’t wait to welcome you to Mizzou!,0,0,2023-02-06,0,4,0,0,0,0,1
2023-02-07 11:54:40,"2",Twitter,https://twitter.com/coegi_social/status/1615416495772733441,Enroll now and breathe easy! Mizzou is your new home away from home.,0,0,2023-02-06,0,61,0,0,0,0,0
2023-02-07 11:54:40,"4",Twitter,https://twitter.com/coegi_social/status/1617401873165651968,"Coffee shops, restaurants, theaters, boutiques and more. Just steps away from Mizzou’s beautiful campus.",0,0,2023-02-06,0,8,0,0,0,0,1
2023-02-07 11:54:40,"30",Twitter,https://twitter.com/coegi_social/status/1617664748077678592,"On campus or runway-side in New York City, Mizzou helps Tigers achieve anything they dream of.",10,0,2023-02-06,18,1010,0,9,0,3,256
2023-02-07 11:54:40,"4",Twitter,https://twitter.com/coegi_social/status/1616468671517364225,Saving big is as easy as applying to Mizzou. Automatic scholarships are just a few clicks away.,0,0,2023-02-06,0,32,0,0,0,0,1
2023-02-07 11:54:40,"1",Twitter,https://twitter.com/coegi_social/status/1617401873165651968,"Coffee shops, restaurants, theaters, boutiques and more. Just steps away from Mizzou’s beautiful campus.",0,0,2023-02-06,0,169,0,0,0,1,43
2023-02-07 11:54:40,"37",Twitter,https://twitter.com/coegi_social/status/1615416256319918108,Research at Mizzou can look like anything and be anywhere! What will you discover?,0,0,2023-02-06,0,47,0,0,0,0,21
2023-02-07 11:54:40,"14",Twitter,https://twitter.com/coegi_social/status/1617664748077678592,"On campus or runway-side in New York City, Mizzou helps Tigers achieve anything they dream of.",0,0,2023-02-06,0,151,0,0,0,1,32
2023-02-07 11:54:40,"3",Twitter,https://twitter.com/coegi_social/status/1616468671517364225,Saving big is as easy as applying to Mizzou. Automatic scholarships are just a few clicks away.,0,0,2023-02-06,0,5,0,0,0,0,0
2023-02-07 11:54:40,"19",Twitter,https://twitter.com/coegi_social/status/1617664748077678592,"On campus or runway-side in New York City, Mizzou helps Tigers achieve anything they dream of.",1,0,2023-02-06,1,5,0,1,0,0,1
2023-02-07 11:54:40,"21",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,0,0,2023-02-06,0,0,0,0,0,0,0
2023-02-07 11:54:40,"3",Twitter,https://twitter.com/coegi_social/status/1615416060475228161,There’s no better time to get to know your new home! It’s time to plan your visit to Mizzou.,0,0,2023-02-06,0,38,0,0,0,0,13
2023-02-07 11:54:40,"18",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,0,0,2023-02-06,0,228,0,0,0,1,42
2023-02-07 11:54:40,"27",Twitter,https://twitter.com/coegi_social/status/1617401873165651968,"Coffee shops, restaurants, theaters, boutiques and more. Just steps away from Mizzou’s beautiful campus.",0,0,2023-02-06,0,0,0,0,0,0,0
2023-02-07 11:54:40,"5",Twitter,https://twitter.com/coegi_social/status/1616468671517364225,Saving big is as easy as applying to Mizzou. Automatic scholarships are just a few clicks away.,1,0,2023-02-06,1,153,0,0,0,1,32
2023-02-07 11:54:40,"18",Twitter,https://twitter.com/coegi_social/status/1615325305173835779,"Because you can’t study ALL of the time. There are endless things to see, do and experience at Mizzou.",0,0,2023-02-06,0,4,0,0,0,0,0
2023-02-07 11:54:40,"15",Twitter,https://twitter.com/coegi_social/status/1615325667935002627,"Shopping, hiking, film fests, food, SEC sports and more! Mizzou has everything you need (and want) in a college experience.",0,0,2023-02-06,0,3,0,0,0,0,0
2023-02-07 11:54:40,"42",Twitter,https://twitter.com/coegi_social/status/1615327067448528897,A student section like no other at a school like no other. We can’t wait to see your Tiger spirit.,0,0,2023-02-06,0,6,0,0,0,0,3
2023-02-07 11:54:40,"40",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,0,0,2023-02-06,0,5,0,0,0,0,0
2023-02-07 11:54:40,"42",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,144,0,2023-02-06,146,38986,6,84,0,100,0
2023-02-07 11:54:40,"19",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,14,0,2023-02-06,14,5915,3,4,0,15,0
2023-02-07 11:54:40,"32",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,88,0,2023-02-06,88,26698,4,53,0,61,0
2023-02-07 11:54:40,"22",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,27,0,2023-02-06,27,9756,0,21,0,28,0
2023-02-07 11:54:40,"21",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,14,0,2023-02-06,14,7640,0,8,0,20,0
2023-02-07 11:54:40,"12",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,14,0,2023-02-06,14,6287,0,6,0,17,0
2023-02-07 11:54:40,"9",Twitter,https://twitter.com/thaislip/status/1589664710437339136,"Free coffee vibes only ☕ ❤️ Wawa Rewards members, it’s that time again: Free Coffee Tuesdays are BACK through the e… https://t.co/8CILb8ZpLB",0,0,2023-02-05,0,0,0,0,0,0,0
2023-02-07 11:54:40,"46",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,1,0,2023-02-05,1,281,0,0,0,2,69
2023-02-07 11:54:40,"27",Twitter,https://twitter.com/thaislip/status/1590730904921579520,"The Wawa FlyThru Pickup Lane is now open at 639 East Lincoln Highway in Langhorne only! No need to park, leave your… https://t.co/cZdr72ikaj",0,0,2023-02-05,0,0,0,0,0,0,0
2023-02-07 11:54:40,"16",Twitter,https://twitter.com/coegi_social/status/1617664748077678592,"On campus or runway-side in New York City, Mizzou helps Tigers achieve anything they dream of.",1,0,2023-02-05,3,250,0,1,0,2,58
2023-02-07 11:54:40,"17",Twitter,https://twitter.com/coegi_social/status/1616468671517364225,Saving big is as easy as applying to Mizzou. Automatic scholarships are just a few clicks away.,0,0,2023-02-05,0,190,0,0,0,1,42
2023-02-07 11:54:40,"20",Twitter,https://twitter.com/coegi_social/status/1616468671517364225,Saving big is as easy as applying to Mizzou. Automatic scholarships are just a few clicks away.,1,0,2023-02-05,3,214,0,1,0,1,42
2023-02-07 11:54:40,"15",Twitter,https://twitter.com/coegi_social/status/1617401873165651968,"Coffee shops, restaurants, theaters, boutiques and more. Just steps away from Mizzou’s beautiful campus.",18,0,2023-02-05,25,2008,0,6,0,5,476
2023-02-07 11:54:40,"27",Twitter,https://twitter.com/coegi_social/status/1615325305173835779,"Because you can’t study ALL of the time. There are endless things to see, do and experience at Mizzou.",0,0,2023-02-05,0,4,0,0,0,0,0
2023-02-07 11:54:40,"26",Twitter,https://twitter.com/coegi_social/status/1616468671517364225,Saving big is as easy as applying to Mizzou. Automatic scholarships are just a few clicks away.,0,0,2023-02-05,0,39,0,0,0,0,4
2023-02-07 11:54:40,"8",Twitter,https://twitter.com/coegi_social/status/1616468671517364225,Saving big is as easy as applying to Mizzou. Automatic scholarships are just a few clicks away.,0,0,2023-02-05,0,1,0,0,0,0,0
2023-02-07 11:54:40,"9",Twitter,https://twitter.com/coegi_social/status/1615416256319918108,Research at Mizzou can look like anything and be anywhere! What will you discover?,0,0,2023-02-05,0,32,0,0,0,0,5
2023-02-07 11:54:40,"7",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,1,0,2023-02-05,1,190,0,0,0,1,40
2023-02-07 11:54:40,"8",Twitter,https://twitter.com/coegi_social/status/1617664748077678592,"On campus or runway-side in New York City, Mizzou helps Tigers achieve anything they dream of.",0,0,2023-02-05,0,187,0,0,0,1,40
2023-02-07 11:54:40,"49",Twitter,https://twitter.com/coegi_social/status/1615327067448528897,A student section like no other at a school like no other. We can’t wait to see your Tiger spirit.,0,0,2023-02-05,0,12,0,0,0,0,5
2023-02-07 11:54:40,"32",Twitter,https://twitter.com/coegi_social/status/1615416495772733441,Enroll now and breathe easy! Mizzou is your new home away from home.,0,0,2023-02-05,0,47,0,0,0,0,0
2023-02-07 11:54:40,"42",Twitter,https://twitter.com/coegi_social/status/1617401873165651968,"Coffee shops, restaurants, theaters, boutiques and more. Just steps away from Mizzou’s beautiful campus.",0,0,2023-02-05,0,0,0,0,0,0,0
2023-02-07 11:54:40,"47",Twitter,https://twitter.com/coegi_social/status/1617401873165651968,"Coffee shops, restaurants, theaters, boutiques and more. Just steps away from Mizzou’s beautiful campus.",0,0,2023-02-05,0,247,0,0,0,2,68
2023-02-07 11:54:40,"17",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,0,0,2023-02-05,0,1,0,0,0,0,0
2023-02-07 11:54:40,"1",Twitter,https://twitter.com/coegi_social/status/1617664748077678592,"On campus or runway-side in New York City, Mizzou helps Tigers achieve anything they dream of.",0,0,2023-02-05,0,1,0,0,0,0,0
2023-02-07 11:54:40,"10",Twitter,https://twitter.com/coegi_social/status/1615325667935002627,"Shopping, hiking, film fests, food, SEC sports and more! Mizzou has everything you need (and want) in a college experience.",0,0,2023-02-05,0,6,0,0,0,0,0
2023-02-07 11:54:40,"23",Twitter,https://twitter.com/coegi_social/status/1615416380609757184,The memories you’ll make at Mizzou will last a lifetime.,0,0,2023-02-05,0,79,0,0,0,0,34
2023-02-07 11:54:40,"33",Twitter,https://twitter.com/coegi_social/status/1615325507041509377,Welcome to a student community that checks every box on your list. We can’t wait to welcome you to Mizzou!,0,0,2023-02-05,0,4,0,0,0,0,0
2023-02-07 11:54:40,"39",Twitter,https://twitter.com/coegi_social/status/1615416060475228161,There’s no better time to get to know your new home! It’s time to plan your visit to Mizzou.,0,0,2023-02-05,0,29,0,0,0,0,10
2023-02-07 11:54:40,"35",Twitter,https://twitter.com/coegi_social/status/1617664748077678592,"On campus or runway-side in New York City, Mizzou helps Tigers achieve anything they dream of.",16,0,2023-02-05,25,1693,0,9,0,5,452
2023-02-07 11:54:40,"2",Twitter,https://twitter.com/coegi_social/status/1617401873165651968,"Coffee shops, restaurants, theaters, boutiques and more. Just steps away from Mizzou’s beautiful campus.",0,0,2023-02-05,0,5,0,0,0,0,1
2023-02-07 11:54:40,"38",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,96,0,2023-02-05,151,4956,3,56,0,15,1546
2023-02-07 11:54:40,"25",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,0,0,2023-02-05,0,1,0,0,0,0,0
2023-02-07 11:54:40,"22",Twitter,https://twitter.com/coegi_social/status/1617401873165651968,"Coffee shops, restaurants, theaters, boutiques and more. Just steps away from Mizzou’s beautiful campus.",1,0,2023-02-05,1,177,0,0,0,2,46
2023-02-07 11:54:40,"49",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,147,0,2023-02-05,151,39221,4,77,0,100,0
2023-02-07 11:54:40,"16",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,109,0,2023-02-05,109,26946,4,79,0,60,0
2023-02-07 11:54:40,"35",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,23,0,2023-02-05,23,6903,0,16,0,19,0
2023-02-07 11:54:40,"12",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,20,0,2023-02-05,20,8438,0,8,0,22,0
2023-02-07 11:54:40,"35",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,35,0,2023-02-05,35,10850,1,23,0,31,0
2023-02-07 11:54:40,"27",Twitter,https://twitter.com/coegi_social/status/1593321283072262144,It’s a season-defining decision. Time to choose more and regret less. Go with a seed company that doesn’t make you… https://t.co/IyzctnHe2O,16,0,2023-02-05,16,6453,0,10,0,16,0
2023-02-07 11:54:40,"48",Twitter,https://twitter.com/thaislip/status/1589664710437339136,"Free coffee vibes only ☕ ❤️ Wawa Rewards members, it’s that time again: Free Coffee Tuesdays are BACK through the e… https://t.co/8CILb8ZpLB",0,0,2023-02-04,0,0,0,0,0,0,0
2023-02-07 11:54:40,"40",Twitter,https://twitter.com/coegi_social/status/1617401873165651968,"Coffee shops, restaurants, theaters, boutiques and more. Just steps away from Mizzou’s beautiful campus.",36,0,2023-02-04,48,2518,1,14,0,8,629
2023-02-07 11:54:40,"2",Twitter,https://twitter.com/thaislip/status/1590730904921579520,"The Wawa FlyThru Pickup Lane is now open at 639 East Lincoln Highway in Langhorne only! No need to park, leave your… https://t.co/cZdr72ikaj",0,0,2023-02-04,0,0,0,0,0,0,0
2023-02-07 11:54:40,"32",Twitter,https://twitter.com/coegi_social/status/1617664748077678592,"On campus or runway-side in New York City, Mizzou helps Tigers achieve anything they dream of.",1,0,2023-02-04,3,168,0,1,0,1,35
2023-02-07 11:54:40,"20",Twitter,https://twitter.com/coegi_social/status/1615416495772733441,Enroll now and breathe easy! Mizzou is your new home away from home.,0,0,2023-02-04,0,48,0,0,0,0,0
2023-02-07 11:54:40,"22",Twitter,https://twitter.com/coegi_social/status/1615325305173835779,"Because you can’t study ALL of the time. There are endless things to see, do and experience at Mizzou.",0,0,2023-02-04,0,4,0,0,0,0,0
2023-02-07 11:54:40,"21",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,1,0,2023-02-04,1,162,0,0,0,1,36
2023-02-07 11:54:40,"36",Twitter,https://twitter.com/coegi_social/status/1617664748077678592,"On campus or runway-side in New York City, Mizzou helps Tigers achieve anything they dream of.",1,0,2023-02-04,3,148,0,1,0,1,32
2023-02-07 11:54:40,"12",Twitter,https://twitter.com/coegi_social/status/1617401873165651968,"Coffee shops, restaurants, theaters, boutiques and more. Just steps away from Mizzou’s beautiful campus.",0,0,2023-02-04,0,153,0,0,0,1,23
2023-02-07 11:54:40,"37",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,88,0,2023-02-04,146,3840,0,57,0,13,1115
2023-02-07 11:54:40,"43",Twitter,https://twitter.com/coegi_social/status/1616468671517364225,Saving big is as easy as applying to Mizzou. Automatic scholarships are just a few clicks away.,0,0,2023-02-04,0,4,0,0,0,0,1
2023-02-07 11:54:40,"47",Twitter,https://twitter.com/coegi_social/status/1616468671517364225,Saving big is as easy as applying to Mizzou. Automatic scholarships are just a few clicks away.,0,0,2023-02-04,0,130,0,0,0,0,23
2023-02-07 11:54:40,"41",Twitter,https://twitter.com/coegi_social/status/1616468671517364225,Saving big is as easy as applying to Mizzou. Automatic scholarships are just a few clicks away.,0,0,2023-02-04,0,164,0,0,0,1,38
2023-02-07 11:54:40,"7",Twitter,https://twitter.com/coegi_social/status/1615325667935002627,"Shopping, hiking, film fests, food, SEC sports and more! Mizzou has everything you need (and want) in a college experience.",0,0,2023-02-04,0,3,0,0,0,0,0
2023-02-07 11:54:40,"35",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,0,0,2023-02-04,0,0,0,0,0,0,0
2023-02-07 11:54:40,"6",Twitter,https://twitter.com/coegi_social/status/1615325507041509377,Welcome to a student community that checks every box on your list. We can’t wait to welcome you to Mizzou!,0,0,2023-02-04,0,1,0,0,0,0,0
2023-02-07 11:54:40,"34",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,0,0,2023-02-04,0,211,0,0,0,1,56
2023-02-07 11:54:40,"20",Twitter,https://twitter.com/coegi_social/status/1617664748077678592,"On campus or runway-side in New York City, Mizzou helps Tigers achieve anything they dream of.",17,0,2023-02-04,25,1511,1,8,0,5,347
2023-02-07 11:54:40,"29",Twitter,https://twitter.com/coegi_social/status/1615416380609757184,The memories you’ll make at Mizzou will last a lifetime.,1,0,2023-02-04,3,70,0,1,0,0,31
2023-02-07 11:54:40,"10",Twitter,https://twitter.com/coegi_social/status/1615416256319918108,Research at Mizzou can look like anything and be anywhere! What will you discover?,0,0,2023-02-04,0,20,0,0,0,0,8
2023-02-07 11:54:40,"13",Twitter,https://twitter.com/coegi_social/status/1615327067448528897,A student section like no other at a school like no other. We can’t wait to see your Tiger spirit.,0,0,2023-02-04,0,10,0,0,0,0,6
2023-02-07 11:54:40,"48",Twitter,https://twitter.com/coegi_social/status/1617665160574910464,Start at Mizzou and find yourself in the center of everything.,0,0,2023-02-04,0,5,0,0,0,0,1
2023-02-07 11:54:40,"4",Twitter,https://twitter.com/coegi_social/status/1616468671517364225,Saving big is as easy as applying to Mizzou. Automatic scholarships are just a few clicks away.,1,0,2023-02-04,1,81,0,0,0,0,12
2023-02-07 11:54:40,"13",Twitter,https://twitter.com/coegi_social/status/1615416060475228161,There’s no better time to get to know your new home! It’s time to plan your visit to Mizzou.,0,0,2023-02-04,0,32,0,0,0,0,5
2023-02-07 11:54:40,"32",Twitter,https://twitter.com/coegi_social/status/1617401873165651968,"Coffee shops, restaurants, theaters, boutiques and more. Just steps away from Mizzou’s beautiful campus.",0,0,2023-02-04,0,0,0,0,0,0,0
