"__insert_date","ad_id","add_to_cart","adset_id","campaign_id","channel","clicks","comments","creative_id","creative_title","objective","buying_type","campaign_type","creative_body","date","likes","shares","comments","views","clicks","impressions","mobile_app_install","inline_link_clicks","purchase","complete_registration","purchase_value","shares","spend","purchase","views"
2023-02-07 11:54:19,"25",0,"25","25",Facebook,0,0,"25",🍕🍕,OUTCOME_SALES,AUCTION,Social,Satisfy your cravings and choose any 2 pizza 🍕 pasta 🍝 wings 🍗 or brownie 🍫 for $8.99* each!,2023-02-07,0,0,0,0,0,156,0,0,0,0,0,0,1,0,0
2023-02-07 11:54:19,"4",0,"4","4",Facebook,0,0,"4",🍕🍕,OUTCOME_SALES,AUCTION,Social,Craving pizza?! 🍕 We've got you covered! Enjoy a large 4-topping pizza for ONLY 15.99 when you use offer code 4218! 🍕🍕Carryout only.,2023-02-07,0,0,0,0,0,124,0,0,0,0,0,0,1,0,0
2023-02-07 11:54:19,"7",8,"7","7",Facebook,0,0,"7",Mix & Match Pizza + More for $8.99 Each,OUTCOME_SALES,AUCTION,Social,"Create your perfect kickoff combo 🏈! Mix & Match any 2 or more items of chicken, pasta, pizza, or desserts and make sure everyone at the party can satisfy their craving! 🥪🍕🍗🍪",2023-02-07,0,0,0,0,0,0,0,0,1,0,31,0,0,1,0
2023-02-07 11:54:19,"30",0,"30","30",Facebook,0,0,"30",🍕🍕,OUTCOME_SALES,AUCTION,Social,Craving pizza?! 🍕 We've got you covered! Enjoy a large 4-topping pizza for ONLY 12.99 when you use offer code 4218! 🍕🍕Carryout only.,2023-02-07,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"6",0,"6","6",Facebook,0,0,"6",Find Your Perfect Mix and Match,OUTCOME_SALES,AUCTION,Social,"This deal is the perfect (mix and) match for you. ❤️ Choose any 2 or more: pizza, chicken, pasta and desserts for $8.99 each!",2023-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"40",0,"40","40",Facebook,0,0,"40",🍕🍕,OUTCOME_SALES,AUCTION,Social,Craving pizza?! 🍕 We've got you covered! Enjoy a large 4-topping pizza for ONLY 14.99 when you use offer code 4218! 🍕🍕Carryout only.,2023-02-07,0,0,0,0,0,125,0,0,0,0,0,0,1,0,0
2023-02-07 11:54:19,"31",0,"31","31",Facebook,0,0,"31",🍕🍕,OUTCOME_SALES,AUCTION,Social,Craving pizza?! 🍕 We've got you covered! Enjoy medium 4-topping pizzas for $10.99* when you use offer code MED4! 🍕🍕,2023-02-07,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"19",0,"19","19",Facebook,1,0,"19",🍕🍕,OUTCOME_SALES,AUCTION,Social,Satisfy your cravings and choose any 2 pizza 🍕 pasta 🍝 wings 🍗 or brownie 🍫 for $8.99* each!,2023-02-07,0,0,0,0,1,104,0,1,0,0,0,0,1,0,0
2023-02-07 11:54:19,"38",0,"38","38",Facebook,0,0,"38",🍕🍕,OUTCOME_SALES,AUCTION,Social,Craving pizza?! 🍕 We've got you covered! Enjoy a large 4-topping pizza for ONLY 12.99 when you use offer code 4218! 🍕🍕Carryout only.,2023-02-07,0,0,0,0,0,127,0,0,0,0,0,0,1,0,0
2023-02-07 11:54:19,"25",0,"25","25",Facebook,0,0,"25",🍕🍕,OUTCOME_SALES,AUCTION,Social,Craving pizza?! 🍕 We've got you covered! Get one large pizza at regular price and get a 2nd free with code BOGOA9! 🍕🍕*9PM and later.,2023-02-07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"10",23,"10","10",Facebook,0,0,"10",Mix & Match Pizza + More for $8.99 Each,OUTCOME_SALES,AUCTION,Social,"Create your perfect kickoff combo 🏈! Mix & Match any 2 or more items of chicken, pasta, pizza, or desserts and make sure everyone at the party can satisfy their craving! 🥪🍕🍗🍪",2023-02-07,0,0,0,0,0,5,3,0,14,0,260,0,0,14,0
2023-02-07 11:54:19,"14",0,"14","14",Facebook,0,0,"14",🍕🍕,OUTCOME_SALES,AUCTION,Social,Craving pizza?! 🍕 We've got you covered! Enjoy a large 4-topping pizza for ONLY 12.99 when you use offer code 4218! 🍕🍕Carryout only.,2023-02-07,0,0,0,0,0,103,0,0,0,0,0,0,1,0,0
2023-02-07 11:54:19,"33",0,"33","33",Facebook,0,0,"33",Find Your Perfect Mix and Match,OUTCOME_SALES,AUCTION,Social,"This deal is the perfect (mix and) match for you. ❤️ Choose any 2 or more: pizza, chicken, pasta and desserts for $8.99 each!",2023-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"41",12,"41","41",Facebook,0,0,"41",🍕🍕,OUTCOME_SALES,AUCTION,Social,Need a mid-day pick-me-up? 🌞 Get 40% off PIZZA & BREAD when you order online between 11am and 2pm Monday-Friday using offer code MF40.,2023-02-07,0,0,0,0,0,803,0,0,1,0,28,0,6,1,0
2023-02-07 11:54:19,"47",0,"47","47",Facebook,0,0,"47",🍕🍕,OUTCOME_SALES,AUCTION,Social,Craving pizza?! 🍕 We've got you covered! Enjoy medium 4-topping pizzas for $10.99* when you use offer code MED4! 🍕🍕,2023-02-07,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"38",0,"38","38",Facebook,0,0,"38",🍕🍕,OUTCOME_SALES,AUCTION,Social,Craving pizza?! 🍕 We've got you covered! Get one large pizza at regular price and get a 2nd free with code BOGOA9! 🍕🍕*9PM and later.,2023-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"19",108,"19","19",Facebook,0,0,"19",Mix & Match Pizza + More for $8.99 Each,OUTCOME_SALES,AUCTION,Social,"Create your perfect kickoff combo 🏈! Mix & Match any 2 or more items of chicken, pasta, pizza, or desserts and make sure everyone at the party can satisfy their craving! 🥪🍕🍗🍪",2023-02-07,0,0,0,0,0,4,1,0,27,0,480,0,0,27,0
2023-02-07 11:54:19,"11",0,"11","11",Facebook,3,0,"11",🍕🍕,OUTCOME_SALES,AUCTION,Social,Craving pizza?! 🍕 We've got you covered! Enjoy a large 4-topping pizza for ONLY 14.99 when you use offer code 4218! 🍕🍕Carryout only.,2023-02-07,0,0,0,0,3,446,0,3,0,0,0,0,3,0,0
2023-02-07 11:54:19,"41",0,"41","41",Facebook,0,0,"41",🍕🍕,OUTCOME_SALES,AUCTION,Social,Craving pizza?! 🍕 We've got you covered! Enjoy a large 4-topping pizza for ONLY 12.99 when you use offer code 4218! 🍕🍕Carryout only.,2023-02-07,0,0,0,0,0,100,0,0,0,0,0,0,1,0,0
2023-02-07 11:54:19,"50",0,"50","50",Facebook,0,0,"50",Mix & Match Pizza + More for $8.99 Each,OUTCOME_SALES,AUCTION,Social,"Create your perfect kickoff combo 🏈! Mix & Match any 2 or more items of chicken, pasta, pizza, or desserts and make sure everyone at the party can satisfy their craving! 🥪🍕🍗🍪",2023-02-07,0,0,0,0,0,1,0,0,5,0,104,0,0,5,0
2023-02-07 11:54:19,"5",0,"5","5",Facebook,0,0,"5",🍕🍕,OUTCOME_SALES,AUCTION,Social,Craving pizza?! 🍕 We've got you covered! Enjoy medium 4-topping pizzas for $10.99* when you use offer code MED4! 🍕🍕,2023-02-07,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"17",0,"17","17",Facebook,0,0,"17",🍕🍕,OUTCOME_SALES,AUCTION,Social,Need a mid-day pick-me-up? 🌞 Get 40% off PIZZA & BREAD when you order online between 11am and 2pm Monday-Friday using offer code MF40.,2023-02-07,0,0,0,0,0,177,0,0,1,0,34,0,2,1,0
2023-02-07 11:54:19,"36",0,"36","36",Facebook,0,0,"36",🍕🍕,OUTCOME_SALES,AUCTION,Social,Craving pizza?! 🍕 We've got you covered! Enjoy a large 4-topping pizza for ONLY 12.99 when you use offer code 4218! 🍕🍕Carryout only.,2023-02-07,0,0,0,0,0,173,0,0,0,0,0,0,1,0,0
2023-02-07 11:54:19,"30",8,"30","30",Facebook,0,0,"30",Mix & Match Pizza + More,OUTCOME_SALES,AUCTION,Social,Can’t decide on what to eat? You don’t need to! Mix & match and get exactly what you (or your crew) want.,2023-02-07,0,0,0,0,0,0,0,0,1,0,27,0,0,1,0
2023-02-07 11:54:19,"16",48,"16","16",Facebook,0,0,"16",Mix & Match Pizza + More for $8.99 Each,OUTCOME_SALES,AUCTION,Social,"Create your perfect kickoff combo 🏈! Mix & Match any 2 or more items of chicken, pasta, pizza, or desserts and make sure everyone at the party can satisfy their craving! 🥪🍕🍗🍪",2023-02-07,0,0,0,0,0,1,1,0,16,0,325,0,0,16,0
2023-02-07 11:54:19,"5",0,"5","5",Facebook,1,0,"5",🍕🍕,OUTCOME_SALES,AUCTION,Social,Need a mid-day pick-me-up? 🌞 Get 40% off PIZZA & BREAD when you order online between 11am and 2pm Monday-Friday using offer code MF40.,2023-02-07,0,0,0,0,1,135,0,1,0,0,0,0,1,0,0
2023-02-07 11:54:19,"35",0,"35","35",Facebook,0,0,"35",🍕🍕,OUTCOME_SALES,AUCTION,Social,Need a mid-day pick-me-up? 🌞 Get 40% off PIZZA & BREAD when you order online between 11am and 2pm Monday-Friday using offer code MF40.,2023-02-07,0,0,0,0,0,143,0,0,0,0,0,0,1,0,0
2023-02-07 11:54:19,"14",0,"14","14",Facebook,0,0,"14",🍕🍕,OUTCOME_SALES,AUCTION,Social,Satisfy your cravings and choose any 2 pizza 🍕 pasta 🍝 wings 🍗 or brownie 🍫 for $8.99* each!,2023-02-07,0,0,0,0,0,101,0,0,0,0,0,0,1,0,0
2023-02-07 11:54:19,"10",0,"10","10",Facebook,0,0,"10",🍕🍕,OUTCOME_SALES,AUCTION,Social,Craving pizza?! 🍕 We've got you covered! Get a small 3-topping pizza with a pop and dip for $8.99 with code 2135! 🍕🍕,2023-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"8",0,"8","8",Facebook,0,0,"8",Find Your Perfect Mix and Match,OUTCOME_SALES,AUCTION,Social,"This deal is the perfect (mix and) match for you. ❤️ Choose any 2 or more: pizza, chicken, pasta and desserts for $8.99 each!",2023-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"2",5,"2","2",Facebook,0,0,"2",🍕🍕,OUTCOME_SALES,AUCTION,Social,Need a mid-day pick-me-up? 🌞 Get 40% off PIZZA & BREAD when you order online between 11am and 2pm Monday-Friday using offer code MF40.,2023-02-07,0,0,0,0,0,248,0,0,1,0,18,0,1,1,0
2023-02-07 11:54:19,"6",0,"6","6",Facebook,0,0,"6",Something full of cheesy goodness!,OUTCOME_SALES,AUCTION,Social,🤤 Melt for our NEW Stuffed Cheesy Bread. 🧀 🥖,2023-02-07,0,0,0,0,0,0,0,0,1,0,34,0,0,1,0
2023-02-07 11:54:19,"48",0,"48","48",Facebook,0,0,"48",🍕🍕,OUTCOME_SALES,AUCTION,Social,Craving pizza?! 🍕 We've got you covered! Enjoy a large 4-topping pizza for ONLY 14.99 when you use offer code 4218! 🍕🍕Carryout only.,2023-02-07,0,0,0,0,0,78,0,0,0,0,0,0,1,0,0
2023-02-07 11:54:19,"42",0,"42","42",Facebook,0,0,"42",Find Your Perfect Mix and Match,OUTCOME_SALES,AUCTION,Social,"This deal is the perfect (mix and) match for you. ❤️ Choose any 2 or more: pizza, chicken, pasta and desserts for $8.99 each!",2023-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"43",0,"43","43",Facebook,1,0,"43","",OUTCOME_SALES,AUCTION,Social,"",2023-02-07,0,0,0,0,1,399,0,1,3,0,61,0,3,3,0
2023-02-07 11:54:19,"47",81,"47","47",Facebook,0,0,"47",Mix & Match Pizza + More for $8.99 Each,OUTCOME_SALES,AUCTION,Social,"Create your perfect kickoff combo 🏈! Mix & Match any 2 or more items of chicken, pasta, pizza, or desserts and make sure everyone at the party can satisfy their craving! 🥪🍕🍗🍪",2023-02-07,0,0,0,0,0,3,3,0,57,0,1240,0,0,57,0
2023-02-07 11:54:19,"47",0,"47","47",Facebook,0,0,"47",Trouvez votre combinaison parfaite,OUTCOME_SALES,AUCTION,Social,"Cette offre est parfaite pour vous. ❤️ Choisissez-en 2 ou plus : pizza, poulet, pâtes et desserts pour 8,99 $ chacun!",2023-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"10",0,"10","10",Facebook,0,0,"10",🍕🍕,OUTCOME_SALES,AUCTION,Social,Craving pizza?! 🍕 We've got you covered! Enjoy a large 4-topping pizza for ONLY 12.99 when you use offer code 4218! 🍕🍕Carryout only.,2023-02-07,0,0,0,0,0,194,0,0,1,0,32,0,1,1,0
2023-02-07 11:54:19,"34",62,"34","34",Facebook,0,0,"34",Mix & Match Pizza + More for $8.99 Each,OUTCOME_SALES,AUCTION,Social,"Create your perfect kickoff combo 🏈! Mix & Match any 2 or more items of chicken, pasta, pizza, or desserts and make sure everyone at the party can satisfy their craving! 🥪🍕🍗🍪",2023-02-07,0,0,0,0,0,3,4,0,25,0,635,0,0,25,0
2023-02-07 11:54:19,"29",0,"29","29",Facebook,0,0,"29",🍕🍕,OUTCOME_SALES,AUCTION,Social,Craving pizza?! 🍕 We've got you covered! Get one large pizza at regular price and get a 2nd free with code BOGOA9! 🍕🍕*9PM and later.,2023-02-07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"42",0,"42","42",Facebook,0,0,"42","",PRODUCT_CATALOG_SALES,AUCTION,Social,"",2023-02-07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"24",0,"24","24",Facebook,0,0,"24","",PRODUCT_CATALOG_SALES,AUCTION,Social,"",2023-02-07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"1",0,"1","1",Facebook,0,0,"1","",PRODUCT_CATALOG_SALES,AUCTION,Social,"",2023-02-07,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"43",0,"43","43",Facebook,0,0,"43","",PRODUCT_CATALOG_SALES,AUCTION,Social,"",2023-02-07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"32",0,"32","32",Facebook,0,0,"32","",PRODUCT_CATALOG_SALES,AUCTION,Social,"",2023-02-07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"35",0,"35","35",Facebook,0,0,"35","",PRODUCT_CATALOG_SALES,AUCTION,Social,"",2023-02-07,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"2",0,"2","2",Facebook,0,0,"2","",PRODUCT_CATALOG_SALES,AUCTION,Social,"",2023-02-07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-02-07 11:54:19,"7",0,"7","7",Facebook,0,0,"7","",PRODUCT_CATALOG_SALES,AUCTION,Social,"",2023-02-07,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0
2023-02-07 11:54:19,"5",0,"5","5",Facebook,0,0,"5","",PRODUCT_CATALOG_SALES,AUCTION,Social,"",2023-02-07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
