"__insert_date","ad_id","adset_id","campaign_id","channel","ad_description","title_part_1","title_part_2","clicks","date","imps","revenue","spend","conv"
2023-02-07 11:54:19,"34","34","34",Bing,Turn Your Employees Into a Strong Line of Defense Against Cyber Attacks.,Keep Your Team Aware,Security Awareness Training,0,2023-02-07,14,0,0,0
2023-02-07 11:54:19,"43","43","43",Bing,"","","",6,2023-02-07,42,0,2,0
2023-02-07 11:54:19,"38","38","38",Bing,"We Protect People on Every Channel Including Email, Web, Cloud, Social Media & Mobile.",Proofpoint,Start a Free Trial Now,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"46","46","46",Bing,"Download Guide & Get Solutions For What To Do Before, During & After Ransomware Attacks.",Be Ready for Ransomware,Get Ransomware Survival Guide,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"9","9","9",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Free Email Security Guide,Download Free Report Today,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"17","17","17",Bing,"Proofpoint Endpoint DLP takes a modern, people-centric approach to protecting your data.",Data Leak Prevention,Detect Risky Data Movement,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"20","20","20",Bing,"We Protect People on Every Channel Including Email, Web, Cloud, Social Media & Mobile.",Proofpoint,Protect Against Cyber Attacks,0,2023-02-07,3,0,0,0
2023-02-07 11:54:19,"30","30","30",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Free Email Security Guide,Gartner Email Market Guide,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"28","28","28",Bing,"","","",0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"47","47","47",Bing,"","","",0,2023-02-07,12,0,0,0
2023-02-07 11:54:19,"39","39","39",Bing,Bring Real Technology-Driven Insider Threat Management to Your Team Today with Proofpoint.,Insider Threat Management,An Overview of Insider Threats,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"45","45","45",Bing,Download Top 10 Biggest Insider Threats Report & Learn Ways Insiders Threaten Businesses.,User Activity Monitoring,Top 10 Boldest Insider Threats,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"29","29","29",Bing,Download Our Report to Learn How Orgs Can Take a People-Centric View of Vulnerabilities.,State of the Phish Report 2021,Security Awareness Training,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"36","36","36",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Free Email Security DLP Guide,Gartner Email Market Guide,0,2023-02-07,9,0,0,0
2023-02-07 11:54:19,"7","7","7",Bing,"Download Report to Stay Ahead of Evolving Cybersecurity, Email Fraud & Ransomware Attacks.",People-Centric Email Security,Latest Human Factor Report,0,2023-02-07,27,0,0,0
2023-02-07 11:54:19,"40","40","40",Bing,Experience the Next Generation in Secure Enterprise Application Access Today.,Proofpoint Zero Trust,Secure Remote Access,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"44","44","44",Bing,"","","",0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"13","13","13",Bing,"","","",0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"1","1","1",Bing,"Download Report to Stay Ahead of Evolving Cybersecurity, Email Fraud & Ransomware Attacks.",Stay Ahead of Email Threats,Latest Human Factor Report,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"6","6","6",Bing,"Proofpoint Endpoint DLP takes a modern, people-centric approach to protecting your data.",Information Leak Prevention,Detect Risky Data Movement,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"24","24","24",Bing,"Learn What To Do Before, During & After a Ransomware Attack in Our Guide. Download Today.",Ransomware Survival Guide,Download Report Today,0,2023-02-07,3,0,0,0
2023-02-07 11:54:19,"4","4","4",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Gartner Email Market Guide,Proofpoint,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"26","26","26",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Gartner Email Market Guide,Download the Free Report,0,2023-02-07,3,0,0,0
2023-02-07 11:54:19,"47","47","47",Bing,"","","",0,2023-02-07,12,0,0,0
2023-02-07 11:54:19,"3","3","3",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Free Email Security Guide,Download Free Report Today,1,2023-02-07,1,0,1,0
2023-02-07 11:54:19,"30","30","30",Bing,"Learn How to Protect Your Company's Data, Brand, & People with Insider Threat Management.",Insider Threat Management,Insider Threat eBook,0,2023-02-07,3,0,0,0
2023-02-07 11:54:19,"23","23","23",Bing,Download Top 10 Biggest Insider Threats Report & Learn Ways Insiders Threaten Businesses.,Insider Risk Management,Top 10 Boldest Insider Threats,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"17","17","17",Bing,"","","",0,2023-02-07,3,0,0,0
2023-02-07 11:54:19,"43","43","43",Bing,"","","",0,2023-02-07,5,0,0,0
2023-02-07 11:54:19,"14","14","14",Bing,"","","",0,2023-02-07,3,0,0,0
2023-02-07 11:54:19,"37","37","37",Bing,Download the 2021 Report Today & Protect Against Email Scams.,Phishing Email Examples,Learn About Top 10 Email Scams,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"32","32","32",Bing,"Learn What To Do Before, During & After a Ransomware Attack in Our Guide. Download Today.",Ransomware Survival Guide,Download Report Today,0,2023-02-07,17,0,0,0
2023-02-07 11:54:19,"23","23","23",Bing,"Secure Remote Endpoints, Apps, Data Access to Prevent Data Loss, Theft & Credential Loss.",Pivoting to Remote Workforce?,Request a Free Trial,5,2023-02-07,8,0,4,0
2023-02-07 11:54:19,"43","43","43",Bing,"Learn What To Do Before, During & After a Ransomware Attack in Our Guide. Download Today.",Ransomware Survival Guide,Download Report Today,1,2023-02-07,3,0,3,0
2023-02-07 11:54:19,"3","3","3",Bing,"Secure Remote Endpoints, Apps, Data Access to Prevent Data Loss, Theft & Credential Loss.",Remote Access for Employees,Request a Free Trial,0,2023-02-07,31,0,0,0
2023-02-07 11:54:19,"17","17","17",Bing,Implementing DMARC is the Best Way to Protect Your Email Traffic Against Email Fraud.,Create DMARC Record,Protect Against Email Fraud,0,2023-02-07,6,0,0,0
2023-02-07 11:54:19,"23","23","23",Bing,"Learn What To Do Before, During & After a Ransomware Attack in Our Guide. Download Today.",Ransomware Survival Guide,Download Report Today,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"10","10","10",Bing,"","","",0,2023-02-07,5,0,0,0
2023-02-07 11:54:19,"50","50","50",Bing,"","","",0,2023-02-07,5,0,0,0
2023-02-07 11:54:19,"6","6","6",Bing,"","","",0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"25","25","25",Bing,Ransomware is On the Rise. Is Your Company Safe From Attacks? Get Protected Today.,{KeyWord:State of the Phish Report 2021},Ransomware Awareness,1,2023-02-07,5,0,0,0
2023-02-07 11:54:19,"19","19","19",Bing,Bring Real Technology-Driven Insider Threat Management to Your Team Today with Proofpoint.,Insider Threat Management,An Overview of Insider Threats,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"3","3","3",Bing,"","","",0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"35","35","35",Bing,"","","",0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"23","23","23",Bing,"","","",0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"15","15","15",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Free Email Security Guide,Download Free Report Today,0,2023-02-07,3,0,0,0
2023-02-07 11:54:19,"43","43","43",Bing,"Learn How DMARC Prevents Email Attacks, It's Benefits & Step-By-Step Implementation Guide.",Free DMARC Guide,Get Started with DMARC,1,2023-02-07,8,0,4,0
2023-02-07 11:54:19,"28","28","28",Bing,Change Behavior. Reduce Risk. Cut Phishing Attacks Up To 90% With Proofpoint Today.,State of the Phish Report 2021,Security Awareness Training,0,2023-02-07,4,0,0,0
2023-02-07 11:54:19,"29","29","29",Bing,Proofpoint Leverages a SDP for Cloud-Delivered Secure Remote Access to Resources.,Software Defined Perimeter VPN,Secure Remote Access,0,2023-02-07,3,0,0,0
2023-02-07 11:54:19,"20","20","20",Bing,"Learn What To Do Before, During & After a Ransomware Attack in Our Guide. Download Today.",Ransomware Survival Guide,Download Report Today,0,2023-02-07,12,0,0,0
2023-02-07 11:54:19,"31","31","31",Bing,Turn Your Employees Into a Strong Line of Defense Against Cyber Attacks.,Keep Your Team Aware,Security Awareness Training,0,2023-02-07,3,0,0,0
2023-02-07 11:54:19,"36","36","36",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Gartner Email Market Guide,Proofpoint,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"50","50","50",Bing,"Learn How to Protect Your Company's Data, Brand, & People with Insider Threat Management.",Insider Threat Management,Insider Threat eBook,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"8","8","8",Bing,"","","",0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"40","40","40",Bing,Download the 2021 Report Today & Mitigate Business Email Fraud.,Top 10 Email Fraud Scams,Free Email Fraud Report,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"5","5","5",Bing,Turn Your Employees Into a Strong Line of Defense Against Cyber Attacks.,Keep Your Team Aware,Phishing Awareness Training,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"19","19","19",Bing,"Proofpoint Endpoint DLP takes a modern, people-centric approach to protecting your data.",Information Leak Prevention,Mitigate Risk of Data Leak,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"7","7","7",Bing,"Download Guide & Get Solutions For What To Do Before, During & After Ransomware Attacks.",Be Ready for Ransomware,Get Ransomware Survival Guide,0,2023-02-07,3,0,0,0
2023-02-07 11:54:19,"36","36","36",Bing,"Secure Remote Endpoints, Apps, Data Access to Prevent Data Loss, Theft & Credential Loss.",Remote Workforce Cybersecurity,Request a Free Trial,0,2023-02-07,4,0,0,0
2023-02-07 11:54:19,"39","39","39",Bing,"","","",0,2023-02-07,16,0,0,0
2023-02-07 11:54:19,"25","25","25",Bing,"Download Guide & Get Solutions For What To Do Before, During & After Ransomware Attacks.",Be Ready for Ransomware,Get Ransomware Survival Guide,0,2023-02-07,4,0,0,0
2023-02-07 11:54:19,"8","8","8",Bing,Bring Real Technology-Driven Insider Threat Management to Your Team Today with Proofpoint.,Data Loss Prevention Solution,An Overview of Insider Threats,0,2023-02-07,3,0,0,0
2023-02-07 11:54:19,"23","23","23",Bing,"","","",0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"35","35","35",Bing,"","","",0,2023-02-07,26,0,0,0
2023-02-07 11:54:19,"5","5","5",Bing,Turn Your Employees Into a Strong Line of Defense Against Cyber Attacks.,Security Awareness Training,Keep Your Business Secure,0,2023-02-07,4,0,0,0
2023-02-07 11:54:19,"11","11","11",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Free Email Threat Guide,Gartner Email Market Guide,0,2023-02-07,3,0,0,0
2023-02-07 11:54:19,"8","8","8",Bing,"","","",0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"3","3","3",Bing,"Secure Remote Endpoints, Apps, Data Access to Prevent Data Loss, Theft & Credential Loss.",Secure Remote Access Service,Request a Free Trial,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"2","2","2",Bing,"","","",1,2023-02-07,4,0,1,0
2023-02-07 11:54:19,"14","14","14",Bing,"","","",0,2023-02-07,8,0,0,0
2023-02-07 11:54:19,"8","8","8",Bing,"","","",1,2023-02-07,1,0,3,0
2023-02-07 11:54:19,"47","47","47",Bing,"Learn How DMARC Prevents Email Attacks, It's Benefits & Step-By-Step Implementation Guide.",Free DMARC Guide,Prevent Complex Email Attacks,0,2023-02-07,3,0,0,0
2023-02-07 11:54:19,"28","28","28",Bing,Learn How to Differentiate Your Company's Most Advanced Email Threats.,Cloud Security in the Cloud,Free Gartner Market Guide,0,2023-02-07,34,0,0,0
2023-02-07 11:54:19,"31","31","31",Bing,"Secure Remote Endpoints, Apps, Data Access to Prevent Data Loss, Theft & Credential Loss.",Secure Remote Access Service,Request a Free Trial,0,2023-02-07,21,0,0,0
2023-02-07 11:54:19,"4","4","4",Bing,Download the 2021 Report Today & Bolster Your Business Email Security Against Fraud.,Top 10 Email Fraud Scams,Free Email Fraud Report,4,2023-02-07,31,0,2,0
2023-02-07 11:54:19,"18","18","18",Bing,"","","",0,2023-02-07,9,0,0,0
2023-02-07 11:54:19,"39","39","39",Bing,"Download Report to Stay Ahead of Evolving Cybersecurity, Email Fraud & Ransomware Attacks.",People-Centric Email Security,Latest Human Factor Report,0,2023-02-07,27,0,0,0
2023-02-07 11:54:19,"47","47","47",Bing,"Download Guide & Get Solutions For What To Do Before, During & After Ransomware Attacks.",Be Ready for Ransomware,Get Ransomware Survival Guide,0,2023-02-07,6,0,0,0
2023-02-07 11:54:19,"42","42","42",Bing,"Secure Remote Endpoints, Apps, Data Access to Prevent Data Loss, Theft & Credential Loss.",Security for Remote Workforce,Request a Free Trial,0,2023-02-07,4,0,0,0
2023-02-07 11:54:19,"32","32","32",Bing,Download the 2021 Report Today & Protect Against Email Scams.,Top 10 Email Scams,Phishing Email Examples,0,2023-02-07,3,0,0,0
2023-02-07 11:54:19,"24","24","24",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Business Email Security Guide,Download Free Report Today,0,2023-02-07,1,0,0,0
2023-02-07 11:54:19,"29","29","29",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Free Email Security Guide,Gartner Email Market Guide,0,2023-02-07,3,0,0,0
2023-02-07 11:54:19,"26","26","26",Bing,Download the 2021 Gartner Magic Quadrant for Enterprise Information Archiving Now.,Enterprise Info Archiving,Gartner Magic Quadrant,0,2023-02-07,3,0,0,0
2023-02-07 11:54:19,"35","35","35",Bing,Proofpoint Enterprise Archive Named a Leader for the 9th Consecutive Year in Gartner MQ.,Enterprise Info Archiving,Proofpoint Named A Leader,0,2023-02-07,3,0,0,0
2023-02-07 11:54:19,"49","49","49",Bing,Download Our Report to Learn How Orgs Can Take a People-Centric View of Vulnerabilities.,State of the Phish Report 2021,Security Awareness Training,0,2023-02-07,4,0,0,0
2023-02-07 11:54:19,"26","26","26",Bing,Turn Your Employees Into a Strong Line of Defense Against Cyber Attacks.,Security Awareness Training,Keep Your Business Secure,0,2023-02-07,6,0,0,0
2023-02-07 11:54:19,"28","28","28",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Free Email Security Guide,Download Free Report Today,0,2023-02-06,1,0,0,0
2023-02-07 11:54:19,"38","38","38",Bing,Bring Real Technology-Driven Insider Threat Management to Your Team Today with Proofpoint.,Insider Risk Management,An Overview of Insider Threats,0,2023-02-06,25,0,0,0
2023-02-07 11:54:19,"35","35","35",Bing,Proofpoint CASB Named a Challenger for the 3rd Year in the Gartner Magic Quadrant.,Latest Gartner Magic Quadrant,Proofpoint Named A Challenger,1,2023-02-06,8,0,1,0
2023-02-07 11:54:19,"23","23","23",Bing,"","","",0,2023-02-06,3,0,0,0
2023-02-07 11:54:19,"26","26","26",Bing,Proofpoint Enterprise Archive Named a Leader for the 9th Consecutive Year in Gartner MQ.,Enterprise Info Archiving,Proofpoint Named A Leader,0,2023-02-06,3,0,0,0
2023-02-07 11:54:19,"46","46","46",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Gartner Email Market Guide,Download the Free Report,0,2023-02-06,6,0,0,0
2023-02-07 11:54:19,"8","8","8",Bing,"","","",0,2023-02-06,4,0,0,0
2023-02-07 11:54:19,"18","18","18",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Free Email Protection Guide,Download Free Report Today,1,2023-02-06,1,0,0,0
2023-02-07 11:54:19,"25","25","25",Bing,Turn Your Employees Into a Strong Line of Defense Against Cyber Attacks.,Keep Your Team Aware,Phishing Awareness Training,0,2023-02-06,5,0,0,0
2023-02-07 11:54:19,"36","36","36",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Free Email Security Guide,Gartner Email Market Guide,0,2023-02-06,5,0,0,0
2023-02-07 11:54:19,"23","23","23",Bing,"Learn What To Do Before, During & After a Ransomware Attack in Our Guide. Download Today.",Ransomware Survival Guide,Download Report Today,0,2023-02-06,8,0,0,0
2023-02-07 11:54:19,"18","18","18",Bing,"","","",0,2023-02-06,14,0,0,0
2023-02-07 11:54:19,"8","8","8",Bing,"Learn What To Do Before, During & After a Ransomware Attack in Our Guide. Download Today.",Ransomware Survival Guide,Download Report Today,1,2023-02-06,16,0,8,0
2023-02-07 11:54:19,"27","27","27",Bing,"","","",0,2023-02-06,18,0,0,0
2023-02-07 11:54:19,"35","35","35",Bing,"","","",0,2023-02-06,8,0,0,0
2023-02-07 11:54:19,"39","39","39",Bing,Download the 2021 Report Today & Protect Against Business Email Fraud.,Top 10 Email Fraud Scams,Free Email Fraud Report,8,2023-02-06,35,0,1,0
2023-02-07 11:54:19,"17","17","17",Bing,Download CASB Report to Learn About the New Security Risks & Challenges Peers are Facing.,Evolution of CASB Report,Know Your Cloud Protection,0,2023-02-06,1,0,0,0
2023-02-07 11:54:19,"10","10","10",Bing,"","","",0,2023-02-06,3,0,0,0
2023-02-07 11:54:19,"42","42","42",Bing,"","","",1,2023-02-06,42,0,1,0
2023-02-07 11:54:19,"4","4","4",Bing,"Learn How to Protect Your Company's Data, Brand, & People with Insider Threat Management.",Insider Threat Management,Insider Threat eBook,1,2023-02-06,13,0,7,0
2023-02-07 11:54:19,"17","17","17",Bing,Bring Real Technology-Driven Insider Threat Management to Your Team Today with Proofpoint.,Insider Threat Management,An Overview of Insider Threats,0,2023-02-06,5,0,0,0
2023-02-07 11:54:19,"4","4","4",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Gartner Email Market Guide,Proofpoint,0,2023-02-06,3,0,0,0
2023-02-07 11:54:19,"26","26","26",Bing,"Proofpoint Endpoint DLP takes a modern, people-centric approach to protecting your data.",Data Leak Prevention,Detect Risky Data Movement,0,2023-02-06,6,0,0,0
2023-02-07 11:54:19,"44","44","44",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Free Email Security Guide,Download Free Report Today,0,2023-02-06,1,0,0,0
2023-02-07 11:54:19,"5","5","5",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Proofpoint,Gartner Email Market Guide,0,2023-02-06,1,0,0,0
2023-02-07 11:54:19,"23","23","23",Bing,"Learn How to Protect Your Company's Data, Brand, & People with Insider Threat Management.",Insider Risk Management,Insider Threat eBook,0,2023-02-06,4,0,0,0
2023-02-07 11:54:19,"46","46","46",Bing,Change Behavior. Reduce Risk. Cut Phishing Attacks Up To 90% With Proofpoint Today.,State of the Phish Report 2021,Phishing Awareness Training,1,2023-02-06,4,0,2,0
2023-02-07 11:54:19,"31","31","31",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Gartner Email Market Guide,Proofpoint,0,2023-02-06,6,0,0,0
2023-02-07 11:54:19,"17","17","17",Bing,Proofpoint Named a Challenger in the Latest Gartner MQ for Cloud Access Security Brokers.,CASB Challenger: Proofpoint,CASB Gartner Magic Quadrant,0,2023-02-06,3,0,0,0
2023-02-07 11:54:19,"40","40","40",Bing,"","","",0,2023-02-06,6,0,0,0
2023-02-07 11:54:19,"7","7","7",Bing,"","","",0,2023-02-06,35,0,0,0
2023-02-07 11:54:19,"17","17","17",Bing,"Proofpoint Endpoint DLP takes a modern, people-centric approach to protecting your data.",Data Loss Prevention,Mitigate Risk of Data Loss,0,2023-02-06,3,0,0,0
2023-02-07 11:54:19,"50","50","50",Bing,Where Should You Invest Your Cybersecurity Budget for Maximum Protection? Download Now.,Gartner SEG Guide,Download the Free Report,0,2023-02-06,1,0,0,0
2023-02-07 11:54:19,"33","33","33",Bing,Learn What to Look for in a CASB Solution & Why You Need One. Download Today.,Free CASB eBook,Discover Benefits of CASB,0,2023-02-06,5,0,0,0
2023-02-07 11:54:19,"15","15","15",Bing,Download Top 10 Biggest Insider Threats Report & Learn Ways Insiders Threaten Businesses.,Data Loss Prevention Solution,Top 10 Boldest Insider Threats,0,2023-02-06,12,0,0,0
2023-02-07 11:54:19,"46","46","46",Bing,"Download Report to Stay Ahead of Evolving Cybersecurity, Email Fraud & Ransomware Attacks.",Stay Ahead of Email Threats,Latest Human Factor Report,0,2023-02-06,1,0,0,0
2023-02-07 11:54:19,"46","46","46",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Free Email Security Guide,Gartner Email Market Guide,0,2023-02-06,10,0,0,0
2023-02-07 11:54:19,"32","32","32",Bing,"We Protect People on Every Channel Including Email, Web, Cloud, Social Media & Mobile.",Proofpoint,Protect Against Cyber Attacks,0,2023-02-06,1,0,0,0
2023-02-07 11:54:19,"41","41","41",Bing,"Learn What To Do Before, During & After a Ransomware Attack in Our Guide. Download Today.",Ransomware Survival Guide,Download Report Today,1,2023-02-06,16,0,3,0
2023-02-07 11:54:19,"31","31","31",Bing,Experience the Next Generation in Secure Enterprise Application Access Today.,Proofpoint Zero Trust,Secure Remote Access,0,2023-02-06,1,0,0,0
2023-02-07 11:54:19,"19","19","19",Bing,Download Top 10 Biggest Insider Threats Report & Learn Ways Insiders Threaten Businesses.,Insider Risk Management,Insider Threats Up 47%,0,2023-02-06,4,0,0,0
2023-02-07 11:54:19,"3","3","3",Bing,Download Top 10 Biggest Insider Threats Report & Learn Ways Insiders Threaten Businesses.,Insider Threat Management,Top 10 Boldest Insider Threats,0,2023-02-06,1,0,0,0
2023-02-07 11:54:19,"44","44","44",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Free Email Protection Guide,Gartner Email Market Guide,0,2023-02-06,1,0,0,0
2023-02-07 11:54:19,"44","44","44",Bing,Download the 2021 Report Today & Bolster Your Business Email Security Against Fraud.,Top 10 Email Fraud Scams,Free Email Fraud Report,49,2023-02-06,285,0,37,3
2023-02-07 11:54:19,"40","40","40",Bing,"Secure Remote Endpoints, Apps, Data Access to Prevent Data Loss, Theft & Credential Loss.",Remote Access for Employees,Request a Free Trial,8,2023-02-06,286,0,11,0
2023-02-07 11:54:19,"26","26","26",Bing,"Learn How DMARC Prevents Email Attacks, It's Benefits & Step-By-Step Implementation Guide.",Free DMARC Guide,Prevent Complex Email Attacks,0,2023-02-06,1,0,0,0
2023-02-07 11:54:19,"25","25","25",Bing,"Learn How to Protect Your Company's Data, Brand, & People with Insider Threat Management.",Insider Threat Management,Insider Threat eBook,0,2023-02-06,12,0,0,0
2023-02-07 11:54:19,"32","32","32",Bing,Download Gartner's Market Guide for Email Security & Get the Strongest Protection.,Free Email Security Guide,Email Security Market Insights,0,2023-02-06,1,0,0,0
2023-02-07 11:54:19,"11","11","11",Bing,Learn How Proofpoint Can Help Protect Your Organization from Cyber Threats.,Proofpoint Cybersecurity,Trusted Leader in It Security,0,2023-02-06,8,0,0,0
2023-02-07 11:54:19,"37","37","37",Bing,"","","",9,2023-02-06,169,0,9,0
2023-02-07 11:54:19,"38","38","38",Bing,Experience the Next Generation in Secure Enterprise Application Access Today.,Proofpoint Zero Trust,Secure Remote Access,0,2023-02-06,18,0,0,0
2023-02-07 11:54:19,"9","9","9",Bing,"Proofpoint Endpoint DLP takes a modern, people-centric approach to protecting your data.",Data Breach Prevention,Detect Risky Data Movement,0,2023-02-06,17,0,0,0
2023-02-07 11:54:19,"37","37","37",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Free Email Security Guide,Download Free Report Today,0,2023-02-06,3,0,0,0
2023-02-07 11:54:19,"40","40","40",Bing,"Download Guide & Get Solutions For What To Do Before, During & After Ransomware Attacks.",Be Ready for Ransomware,Get Ransomware Survival Guide,0,2023-02-06,12,0,0,0
2023-02-07 11:54:19,"35","35","35",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Free Email Threat Guide,Download Free Report Today,0,2023-02-06,1,0,0,0
2023-02-07 11:54:19,"3","3","3",Bing,"Download Guide & Get Solutions For What To Do Before, During & After Ransomware Attacks.",Be Ready for Ransomware,Get Ransomware Survival Guide,0,2023-02-06,5,0,0,0
2023-02-07 11:54:19,"41","41","41",Bing,Download the 2021 Report Today & Prevent Business Email Fraud.,Top 10 Email Fraud Scams,Free Email Fraud Report,25,2023-02-06,122,0,8,1
2023-02-07 11:54:19,"38","38","38",Bing,"","","",0,2023-02-06,5,0,0,0
2023-02-07 11:54:19,"46","46","46",Bing,"","","",1,2023-02-06,65,0,0,0
2023-02-07 11:54:19,"21","21","21",Bing,Get Gartner's Market Guide for Email Security & Protect Against Targeted Cyber Attacks.,Free Email Security DLP Guide,Gartner Email Market Guide,0,2023-02-06,18,0,0,0
2023-02-07 11:54:19,"5","5","5",Bing,Download Our Report to Learn How Orgs Can Take a People-Centric View of Vulnerabilities.,State of the Phish Report 2021,Security Awareness Training,0,2023-02-06,6,0,0,0
2023-02-07 11:54:19,"17","17","17",Bing,Learn How to Protect Your Business from Evolving Cyber Threats. Download Now.,Proofpoint Email Security,Read the Gartner Market Guide,0,2023-02-06,9,0,0,0
2023-02-07 11:54:19,"49","49","49",Bing,"","","",1,2023-02-06,8,0,0,0
