"__insert_date","ad_id","add_to_cart","adgroup_id","campaign_id","channel","clicks","date","impressions","rt_installs","skan_app_install","ad_status","ad_text","purchase","registrations","spend","conversions","skan_conversion","video_views"
2023-02-07 11:54:21,"14",0,"14","14",TikTok Ads,0,2023-02-07,0,0,0,AD_STATUS_DONE,"Get your cookie fix with our holiday flavors: Peppermint Bark, Gingerbread & Frosted Sugar Cookie.",0,0,0,0,0,0
2023-02-07 11:54:21,"8",0,"8","8",TikTok Ads,1,2023-02-07,73,0,0,AD_STATUS_BUDGET_EXCEED,"No matter who we root for, we all love when @wawa caters! Use promo code FOOTBALL20 for 20% off at WawaCatering.com. #wawacatering #partner",0,0,0,0,0,65
2023-02-07 11:54:21,"27",0,"27","27",TikTok Ads,0,2023-02-07,0,0,0,AD_STATUS_DONE,"11/10 would recommend @wawa’s Balanced Choices menu. Learn more about it at Wawa.com ❤️ #WawaBalancedChoices #partner ",0,0,0,0,0,0
2023-02-07 11:54:21,"5",0,"5","5",TikTok Ads,0,2023-02-07,0,0,0,AD_STATUS_DONE,The Balanced Choices Menu is keepin’ it fresh and comin’ thru with feel-good options!,0,0,0,0,0,0
2023-02-07 11:54:21,"23",0,"23","23",TikTok Ads,0,2023-02-07,0,0,0,AD_STATUS_DONE,"Join Wawa Rewards now, get 2X REWARDS thru 2/5 on your faves, plus freebies & deals all year long!",0,0,0,0,0,0
2023-02-07 11:54:21,"5",0,"5","5",TikTok Ads,0,2023-02-07,0,0,0,AD_STATUS_DONE,"Thirsty for something new and delicious? Well let me put you on to my new favorite drink… @wawa Salted White Mocha limited-time only drinks are soo good!! My favorites are the Hot Latte, Cream Smoothie, and Cold Brew! Whether you prefer your drinks hot, iced, or frozen, Wawa has something for you. I like to conveniently order through the Wawa App. Download the app now to start your order. I highly recommend trying a Salted White Mocha drink. Trust me, your taste buds will thank you 🤤 #Partner #Wawa #WawaDrinks ",0,0,0,0,0,0
2023-02-07 11:54:21,"27",0,"27","27",TikTok Ads,0,2023-02-07,0,0,0,AD_STATUS_DONE,Maple Coffee Cake ☕️ on our mind. #wawa #fyp #wawarun #coffee,0,0,0,0,0,0
2023-02-07 11:54:21,"41",0,"41","41",TikTok Ads,0,2023-02-07,0,0,0,AD_STATUS_DONE,The Balanced Choices Menu is keepin’ it fresh and comin’ thru with feel-good options!,0,0,0,0,0,0
2023-02-07 11:54:21,"47",0,"47","47",TikTok Ads,103,2023-02-07,39715,0,0,AD_STATUS_DELIVERY_OK,"5 words you need to know: Buttery. Caramel. Cream. Hot. Latte.",0,0,76,0,0,37051
2023-02-07 11:54:21,"5",0,"5","5",TikTok Ads,0,2023-02-07,36414,0,0,AD_STATUS_DELIVERY_OK,Treat urself ❤️ #fyp #wawa #wawarun,0,0,81,0,0,33679
2023-02-07 11:54:21,"5",0,"5","5",TikTok Ads,0,2023-02-07,0,0,0,AD_STATUS_DONE,"Hey Brisket, nice to meat you. Sandwich, Panini, or Mac & Cheese. Order in store or on the Wawa App.",0,0,0,0,0,0
2023-02-07 11:54:21,"29",0,"29","29",TikTok Ads,65,2023-02-07,22378,0,0,AD_STATUS_DELIVERY_OK, Psst. Our NEW Sizzli® Bacon Burrito is here. Grab 2 for $5 Sizzlis® from 5am to 11am!,0,0,45,0,0,20864
2023-02-07 11:54:21,"39",0,"39","39",TikTok Ads,0,2023-02-07,2703,0,0,AD_STATUS_DELIVERY_OK,Hits different each time 🔥 #fyp #wawa #wawarun,0,0,4,0,0,2626
2023-02-07 11:54:21,"38",0,"38","38",TikTok Ads,0,2023-02-07,0,0,0,AD_STATUS_DONE,Salted White Mocha slays all day. Limited time only! Order your new fave bev on the Wawa App.,0,0,0,0,0,0
2023-02-07 11:54:21,"42",0,"42","42",TikTok Ads,0,2023-02-07,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Conference CHAMPS! 🦅 Use promo code FOOTBALL20 to get 20% off your order at WawaCatering.com. ,0,0,0,0,0,0
2023-02-07 11:54:21,"3",0,"3","3",TikTok Ads,17,2023-02-06,6473,0,0,AD_STATUS_DELIVERY_OK,Coming Soon to Ooltewah!,0,0,24,0,0,6085
2023-02-07 11:54:21,"39",0,"39","39",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,FleetCardsUSA: Fleet cards designed with your small business in mind.,0,0,0,0,0,0
2023-02-07 11:54:21,"32",0,"32","32",TikTok Ads,29,2023-02-06,7128,0,0,AD_STATUS_DELIVERY_OK,Coming Soon to Overland Park!,0,0,38,0,0,6781
2023-02-07 11:54:21,"4",0,"4","4",TikTok Ads,243,2023-02-06,98736,0,0,AD_STATUS_DELIVERY_OK, Psst. Our NEW Sizzli® Bacon Burrito is here. Grab 2 for $5 Sizzlis® from 5am to 11am!,0,0,247,0,0,91725
2023-02-07 11:54:21,"1",0,"1","1",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Tarifas tan bajas como $10/mes (SIN CONTRATOS),0,0,0,0,0,0
2023-02-07 11:54:21,"39",0,"39","39",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,"Rewards Members, don't miss out on 2X REWARDS on your Wawa faves thru 2/5!",0,0,0,0,0,0
2023-02-07 11:54:21,"40",0,"40","40",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Rates as low as $10/mo (NO CONTRACTS),0,0,0,0,0,0
2023-02-07 11:54:21,"34",0,"34","34",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Be a superfan! Download the Wawa App now!,0,0,0,0,0,0
2023-02-07 11:54:21,"26",0,"26","26",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Rates as low as $10/mo (NO CONTRACTS),0,0,0,0,0,0
2023-02-07 11:54:21,"22",0,"22","22",TikTok Ads,330,2023-02-06,40578,0,0,AD_STATUS_CAMPAIGN_DISABLE,Conference CHAMPS! 🦅 Use promo code FOOTBALL20 to get 20% off your order at WawaCatering.com. ,0,0,145,0,0,36310
2023-02-07 11:54:21,"21",0,"21","21",TikTok Ads,18,2023-02-06,6694,0,0,AD_STATUS_DELIVERY_OK,Enroll for $0 Today!,0,0,26,0,0,6406
2023-02-07 11:54:21,"1",0,"1","1",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,The Balanced Choices Menu is keepin’ it fresh and comin’ thru with feel-good options!,0,0,0,0,0,0
2023-02-07 11:54:21,"5",0,"5","5",TikTok Ads,12,2023-02-06,5662,0,0,AD_STATUS_DELIVERY_OK,Coming Soon to Northville | Win a Free Year of Fitness,0,0,26,0,0,5496
2023-02-07 11:54:21,"44",0,"44","44",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Always a good day for a hoagie. Get $1 off ANY Classic until 3/13 at checkout!,0,0,0,0,0,0
2023-02-07 11:54:21,"48",0,"48","48",TikTok Ads,17,2023-02-06,6964,0,0,AD_STATUS_BUDGET_EXCEED,Join for $0.23 | 1st Month FREE!,0,0,26,0,0,6678
2023-02-07 11:54:21,"2",0,"2","2",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,You could be earning 2x Rewards thru 2/5...You signin' up for Wawa Rewards?!,0,0,0,0,0,0
2023-02-07 11:54:21,"42",0,"42","42",TikTok Ads,8,2023-02-06,5539,0,0,AD_STATUS_BUDGET_EXCEED,First Month Free,0,0,26,0,0,5373
2023-02-07 11:54:21,"21",0,"21","21",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,Did someone say “Maple Coffee Cake Coffee”? Absolutely yes. Pour a cup today!,0,0,0,0,0,0
2023-02-07 11:54:21,"36",0,"36","36",TikTok Ads,0,2023-02-06,44,0,0,AD_STATUS_BUDGET_EXCEED,First Month Free,0,0,0,0,0,43
2023-02-07 11:54:21,"25",0,"25","25",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Be a superfan! Download the Wawa App now!,0,0,0,0,0,0
2023-02-07 11:54:21,"29",0,"29","29",TikTok Ads,26,2023-02-06,3631,0,0,AD_STATUS_DELIVERY_OK,Changes lives. Live your best. That’s the life of an OD.,0,0,13,0,0,3312
2023-02-07 11:54:21,"30",0,"30","30",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Be a superfan! Download the Wawa App now!,3,0,0,0,0,0
2023-02-07 11:54:21,"25",0,"25","25",TikTok Ads,4,2023-02-06,875,0,0,AD_STATUS_DELIVERY_OK,Live that Doctor of Optometry life like Dr. Patel.,0,0,2,0,0,793
2023-02-07 11:54:21,"47",0,"47","47",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,Say it with us: Brisket. SEASON. Order yours in store or on the Wawa App today!,0,0,0,0,0,0
2023-02-07 11:54:21,"6",0,"6","6",TikTok Ads,55,2023-02-06,11311,0,0,AD_STATUS_DELIVERY_OK,"Shooting hoops to changing lives, all in a day of an OD.",0,0,28,0,0,10358
2023-02-07 11:54:21,"46",0,"46","46",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,Maple Coffee Cake ☕️ on our mind. #wawa #fyp #wawarun #coffee,0,0,0,0,0,0
2023-02-07 11:54:21,"39",0,"39","39",TikTok Ads,4,2023-02-06,1156,0,0,AD_STATUS_DELIVERY_OK,Dr. Pham gets to pursue all her passions in life.,0,0,2,0,0,1044
2023-02-07 11:54:21,"2",0,"2","2",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,Salted White Mocha slays all day. Limited time only! Order your new fave bev on the Wawa App.,0,0,0,0,0,0
2023-02-07 11:54:21,"37",0,"37","37",TikTok Ads,40,2023-02-06,8008,0,0,AD_STATUS_DELIVERY_OK,"Shooting hoops to changing lives, all in a day of an OD.",0,0,23,0,0,7271
2023-02-07 11:54:21,"36",0,"36","36",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,"FREE Latte?! We're there. Now thru 1/22, get a FREE Hot or Iced Latte with Wawa Rewards.",0,0,0,0,0,0
2023-02-07 11:54:21,"38",0,"38","38",TikTok Ads,4,2023-02-06,690,0,0,AD_STATUS_DELIVERY_OK,Dr. Pham gets to pursue all her passions in life.,0,0,2,0,0,629
2023-02-07 11:54:21,"45",0,"45","45",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,Earn 2x rewards on the @wawa app now through 2/5 on all eligible purchases!!!! What better way to earn rewards than by going on your usual Wawa run and seeing those rewards come in!?!?!? Download the Wawa app to start earning! #phillyfoodies #WawaRewards #partner  ,0,0,0,0,0,0
2023-02-07 11:54:21,"27",0,"27","27",TikTok Ads,27,2023-02-06,3862,0,0,AD_STATUS_DELIVERY_OK,Changes lives. Live your best. That’s the life of an OD.,0,0,15,0,0,3483
2023-02-07 11:54:21,"8",0,"8","8",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Install the Wawa App today and order your faves!,0,0,0,0,0,0
2023-02-07 11:54:21,"10",0,"10","10",TikTok Ads,4,2023-02-06,803,0,0,AD_STATUS_DELIVERY_OK,Live that Doctor of Optometry life like Dr. Patel.,0,0,2,0,0,705
2023-02-07 11:54:21,"3",0,"3","3",TikTok Ads,0,2023-02-06,0,1,0,AD_STATUS_DONE,"",0,1,0,0,0,0
2023-02-07 11:54:21,"22",0,"22","22",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Literally bursting with blueberry flavor. Try our delightful Blueberry Cobbler Coffee.,0,0,0,0,0,0
2023-02-07 11:54:21,"23",0,"23","23",TikTok Ads,0,2023-02-06,64731,0,0,AD_STATUS_BUDGET_EXCEED,Don’t miss a chance to win!️ Tag us @Wawa and use the hashtag above for your entry to count!,0,0,188,0,0,59894
2023-02-07 11:54:21,"8",0,"8","8",TikTok Ads,0,2023-02-06,54344,0,0,AD_STATUS_DELIVERY_OK,It is what it is 🤷 #fyp #wawa #wawarun,0,0,118,0,0,51922
2023-02-07 11:54:21,"4",0,"4","4",TikTok Ads,365,2023-02-06,94509,0,0,AD_STATUS_BUDGET_EXCEED,"No matter who we root for, we all love when @wawa caters! Use promo code FOOTBALL20 for 20% off at WawaCatering.com. #wawacatering #partner",0,0,234,0,0,87464
2023-02-07 11:54:21,"36",0,"36","36",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Be a superfan! Download the Wawa App now!,0,0,0,0,0,0
2023-02-07 11:54:21,"38",0,"38","38",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,Did someone say “Maple Coffee Cake Coffee”? Absolutely yes. Pour a cup today!,0,0,0,0,0,0
2023-02-07 11:54:21,"36",0,"36","36",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,Maple Coffee Cake ☕️ on our mind. #wawa #fyp #wawarun #coffee,0,0,0,0,0,0
2023-02-07 11:54:21,"42",0,"42","42",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,A win is a win. #wawa #fyp #wawarun ,0,0,0,0,0,0
2023-02-07 11:54:21,"29",0,"29","29",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,Salted White Mocha slays all day. Limited time only! Order your new fave bev on the Wawa App.,0,0,0,0,0,0
2023-02-07 11:54:21,"4",0,"4","4",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,"3 words: Get. Rewarded. Faster. Now thru 2/5,get 2x Rewards on your Wawa faves, all day, every day!",0,0,0,0,0,0
2023-02-07 11:54:21,"1",0,"1","1",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,Say it with us: Brisket. SEASON. Order yours in store or on the Wawa App today!,0,0,0,0,0,0
2023-02-07 11:54:21,"24",0,"24","24",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,"3 words: Get. Rewarded. Faster. Now thru 2/5,get 2x Rewards on your Wawa faves, all day, every day!",0,0,0,0,0,0
2023-02-07 11:54:21,"10",0,"10","10",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,"Hey Brisket, nice to meat you. Sandwich, Panini, or Mac & Cheese. Order in store or on the Wawa App.",0,0,0,0,0,0
2023-02-07 11:54:21,"46",0,"46","46",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,comment your go-to @wawa order! #wawarun #partner ,0,0,0,0,0,0
2023-02-07 11:54:21,"45",1,"45","45",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Literally bursting with blueberry flavor. Try our delightful Blueberry Cobbler Coffee.,0,0,0,0,0,0
2023-02-07 11:54:21,"31",0,"31","31",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,The Balanced Choices Menu is keepin’ it fresh and comin’ thru with feel-good options!,0,0,0,0,0,0
2023-02-07 11:54:21,"17",0,"17","17",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,Come with me on a #WawaRun! So excited to kick off an exciting collab with @Wawa by picking up some of my ultimate Wawa favs! The paninis have been my go-to lunch lately and I love being able to customize them with all of my favorite ingredients. What is your go-to Wawa order?! #phillyfoodies #partner ,0,0,0,0,0,0
2023-02-07 11:54:21,"25",0,"25","25",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,"Hey Brisket, nice to meat you. Sandwich, Panini, or Mac & Cheese. Order in store or on the Wawa App.",0,0,0,0,0,0
2023-02-07 11:54:21,"21",0,"21","21",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Mind... blown! Order your favorites on the Wawa app now!,0,0,0,0,0,0
2023-02-07 11:54:21,"21",0,"21","21",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,"Join Wawa Rewards now, get 2X REWARDS thru 2/5 on your faves, plus freebies & deals all year long!",0,0,0,0,0,0
2023-02-07 11:54:21,"47",0,"47","47",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Install the Wawa App today and order your faves!,0,0,0,0,0,0
2023-02-07 11:54:21,"38",0,"38","38",TikTok Ads,0,2023-02-06,263761,0,0,AD_STATUS_DELIVERY_OK,Treat urself ❤️ #fyp #wawa #wawarun,0,0,604,0,0,243421
2023-02-07 11:54:21,"19",0,"19","19",TikTok Ads,194,2023-02-06,71642,0,0,AD_STATUS_DELIVERY_OK,"Hot Hoagies, any way you like ‘em! Order yours with Meatballs, Breaded Chicken Strips and more.",0,0,195,0,0,66998
2023-02-07 11:54:21,"37",0,"37","37",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,"Join Wawa Rewards now, get 2X REWARDS thru 2/5 on your faves, plus freebies & deals all year long!",0,0,0,0,0,0
2023-02-07 11:54:21,"6",0,"6","6",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,Give us *ALL* the Maple Coffee Cake Coffee. Pour a cup today!,0,0,0,0,0,0
2023-02-07 11:54:21,"20",0,"20","20",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,"Hey Brisket, nice to meat you. Sandwich, Panini, or Mac & Cheese. Order in store or on the Wawa App.",0,0,0,0,0,0
2023-02-07 11:54:21,"20",0,"20","20",TikTok Ads,0,2023-02-06,23659,0,0,AD_STATUS_DELIVERY_OK,Hits different each time 🔥 #fyp #wawa #wawarun,0,0,47,0,0,23057
2023-02-07 11:54:21,"15",0,"15","15",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,"Join Wawa Rewards for a FREE Hot or Iced Latte, thru 1/22!",0,0,0,0,0,0
2023-02-07 11:54:21,"12",0,"12","12",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,"Rewards Members, don't miss out on 2X REWARDS on your Wawa faves thru 2/5!",0,0,0,0,0,0
2023-02-07 11:54:21,"36",0,"36","36",TikTok Ads,352,2023-02-06,155789,0,0,AD_STATUS_DELIVERY_OK,"5 words you need to know: Buttery. Caramel. Cream. Hot. Latte.",0,0,416,0,0,146946
2023-02-07 11:54:21,"48",5,"48","48",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Free Delivery on the Wawa App! Now thru 6/5.,0,0,0,0,0,0
2023-02-07 11:54:21,"18",0,"18","18",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,You could be earning 2x Rewards thru 2/5...You signin' up for Wawa Rewards?!,0,0,0,0,0,0
2023-02-07 11:54:21,"10",0,"10","10",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Install the Wawa App today and order your faves!,1,0,0,0,0,0
2023-02-07 11:54:21,"15",0,"15","15",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,Give us *ALL* the Maple Coffee Cake Coffee. Pour a cup today!,0,0,0,0,0,0
2023-02-07 11:54:21,"46",0,"46","46",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,"11/10 would recommend @wawa’s Balanced Choices menu. Learn more about it at Wawa.com ❤️ #WawaBalancedChoices #partner ",0,0,0,0,0,0
2023-02-07 11:54:21,"7",0,"7","7",TikTok Ads,0,2023-02-06,0,0,0,AD_STATUS_DONE,"Thirsty for something new and delicious? Well let me put you on to my new favorite drink… @wawa Salted White Mocha limited-time only drinks are soo good!! My favorites are the Hot Latte, Cream Smoothie, and Cold Brew! Whether you prefer your drinks hot, iced, or frozen, Wawa has something for you. I like to conveniently order through the Wawa App. Download the app now to start your order. I highly recommend trying a Salted White Mocha drink. Trust me, your taste buds will thank you 🤤 #Partner #Wawa #WawaDrinks ",0,0,0,0,0,0
2023-02-07 11:54:21,"28",0,"28","28",TikTok Ads,9,2023-02-05,7012,0,0,AD_STATUS_DELIVERY_OK,Coming Soon to Ooltewah!,0,0,24,0,0,6560
2023-02-07 11:54:21,"2",0,"2","2",TikTok Ads,0,2023-02-05,246,0,0,AD_STATUS_DONE,"3 words: Get. Rewarded. Faster. Now thru 2/5,get 2x Rewards on your Wawa faves, all day, every day!",0,0,0,0,0,231
2023-02-07 11:54:21,"26",0,"26","26",TikTok Ads,0,2023-02-05,0,0,0,AD_STATUS_DONE,Tarifas tan bajas como $10/mes (SIN CONTRATOS),0,0,0,0,0,0
2023-02-07 11:54:21,"40",0,"40","40",TikTok Ads,0,2023-02-05,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Be a superfan! Download the Wawa App now!,1,0,0,0,0,0
2023-02-07 11:54:21,"22",0,"22","22",TikTok Ads,0,2023-02-05,0,0,0,AD_STATUS_DONE,Tarifas tan bajas como $10/mes (SIN CONTRATOS),0,0,0,0,0,0
2023-02-07 11:54:21,"29",0,"29","29",TikTok Ads,257,2023-02-05,29299,0,0,AD_STATUS_DONE,Salted White Mocha slays all day. Limited time only! Order your new fave bev on the Wawa App.,0,0,81,0,0,26294
2023-02-07 11:54:21,"50",0,"50","50",TikTok Ads,0,2023-02-05,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Rates as low as $10/mo (NO CONTRACTS),0,0,0,0,0,0
2023-02-07 11:54:21,"20",0,"20","20",TikTok Ads,0,2023-02-05,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Install the Wawa App today and order your faves!,1,0,0,0,0,0
2023-02-07 11:54:21,"36",0,"36","36",TikTok Ads,16,2023-02-05,6226,0,0,AD_STATUS_DELIVERY_OK,Coming Soon to Northville | Win a Free Year of Fitness,0,0,26,0,0,6029
2023-02-07 11:54:21,"28",8,"28","28",TikTok Ads,0,2023-02-05,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Free Delivery on the Wawa App! Now thru 6/5.,0,0,0,0,0,0
2023-02-07 11:54:21,"47",0,"47","47",TikTok Ads,27,2023-02-05,8089,0,0,AD_STATUS_DELIVERY_OK,Enroll for $0 Today!,0,0,26,0,0,7768
2023-02-07 11:54:21,"29",0,"29","29",TikTok Ads,0,2023-02-05,130,0,0,AD_STATUS_DONE,"3 words: Get. Rewarded. Faster. Now thru 2/5,get 2x Rewards on your Wawa faves, all day, every day!",0,0,0,0,0,129
2023-02-07 11:54:21,"12",0,"12","12",TikTok Ads,21,2023-02-05,7589,0,0,AD_STATUS_BUDGET_EXCEED,Join for $0.23 | 1st Month FREE!,0,0,26,0,0,7245
2023-02-07 11:54:21,"44",0,"44","44",TikTok Ads,0,2023-02-05,0,0,0,AD_STATUS_CAMPAIGN_DISABLE,Be a superfan! Download the Wawa App now!,1,0,0,0,0,0
2023-02-07 11:54:21,"14",0,"14","14",TikTok Ads,5,2023-02-05,5885,0,0,AD_STATUS_BUDGET_EXCEED,First Month Free,0,0,26,0,0,5689
2023-02-07 11:54:21,"18",0,"18","18",TikTok Ads,0,2023-02-05,3,0,0,AD_STATUS_DONE,"Hey Brisket, nice to meat you. Sandwich, Panini, or Mac & Cheese. Order in store or on the Wawa App.",0,0,0,0,0,1
2023-02-07 11:54:21,"13",0,"13","13",TikTok Ads,0,2023-02-05,36,0,0,AD_STATUS_BUDGET_EXCEED,First Month Free,0,0,0,0,0,36
2023-02-07 11:54:21,"18",0,"18","18",TikTok Ads,23,2023-02-05,15215,0,0,AD_STATUS_DONE,The Balanced Choices Menu is keepin’ it fresh and comin’ thru with feel-good options!,0,0,32,0,0,14414
2023-02-07 11:54:21,"38",0,"38","38",TikTok Ads,65,2023-02-05,9874,0,0,AD_STATUS_DELIVERY_OK,"Shooting hoops to changing lives, all in a day of an OD.",0,0,28,0,0,8970
